500;2
1000;14
1500;32
2000;60
2500;87
3000;110
3500;170
4000;235
4500;247
5000;316
5500;378
6000;438
6500;522
7000;603
7500;695
8000;790
8500;972
9000;1092
9500;1156
10000;1251
10500;1382
11000;1525
11500;1708
12000;1832
12500;2036
13000;2205
13500;2731
14000;2948
14500;4063
15000;3892
15500;4365
16000;4348
16500;4639
17000;4815
17500;5456
18000;10029
19000;17446
